source_catalog,source_id,source_title,canonical_ids,relation,source_delivery_status,source_evidence_maturity,coverage_decision,notes
site-107,TD-QP01,Jira 需求事件：从 Basis Gate 到人工批准,TD-301;TD-1102;TD-1107,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-QP02,GitLab MR 与 Pipeline：把 JUnit 证据绑定到当前 SHA,TD-1102;TD-1107,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-QP03,Kubernetes 临时测试环境：隔离、回收与审计,TD-1102;TD-1108,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-QP04,跨系统事件总线：幂等、重放、脱敏通知与审计闭环,TD-1104;TD-1107,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X101,静态、架构、代码与依赖供应链门禁,TD-X101,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-S01,接口、契约、集成与事件测试,TD-306;TD-701,split-or-merge-alias,outlined,unmeasured,rebuild-under-canonical-topic,currently internal outlined page
site-107,TD-S02,UI、兼容性、可访问性与数据质量,TD-X103;TD-X104;TD-X105,split-or-merge-alias,outlined,unmeasured,rebuild-under-canonical-topic,currently internal outlined page
site-107,TD-S03,性能、负载、容量与长稳测试,TD-702;TD-703;TD-705;TD-707,split-or-merge-alias,outlined,unmeasured,rebuild-under-canonical-topic,currently internal outlined page
site-107,TD-S04,可靠性、安全、可观测性、容灾与混沌,TD-901;TD-908;TD-1104;TD-1106,split-or-merge-alias,outlined,unmeasured,rebuild-under-canonical-topic,currently internal outlined page
site-107,TD-FP01,Prompt 小白第一课：从一句指令到可验证 Prompt Package,TD-001;TD-301,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-F02,模型生命周期：一次错误究竟来自哪里,TD-201,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-F03,Token、Context 与非确定性：为什么一次 PASS 不够,TD-202;TD-203,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-F04,从 LLM 到 RAG、Agent 与 Workflow：被测边界如何扩张,TD-205;TD-206;TD-207;TD-208;TD-209;TD-210,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X602,训练、Fine-tuning 与模型更新的版本化验收,TD-X602,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A01,普通 API 与 AI API：从确定性响应到版本化生成服务,TD-701,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A02,AI API 协议：Streaming、Structured、Tool 与 Async,TD-701,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A03,AI Serving 指标：TTFT、TPOT、ITL、Goodput 与单位成功成本,TD-702;TD-703;TD-707,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A04,AI Serving 负载与容量：从 Token 分布到 SLO 拐点,TD-705;TD-706;TD-707,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A05,AI Serving 瓶颈：Queue、GPU、KV Cache 与阶段诊断,TD-704,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-A06,AI Serving 韧性：限流、Timeout、Retry、Fallback 与 Degradation,TD-708,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T01,Eval Contract：先写发布问题，再选指标,TD-001;TD-210,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T02,Dataset、Slice 与 Holdout：让评测不会越调越假,TD-206;TD-208,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T03,Composite Oracle：规则、语义 Judge 与人工如何组合,TD-402;TD-408,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T04,重复运行与统计：从一次结果到可解释分布,TD-401;TD-1001;TD-1002;TD-1004,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T05,从冻结 Basis 与代码 Diff 提取可追溯风险,TD-301;TD-302,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T06,AI 生成测试候选，用 Mutation 证明检测力,TD-303;TD-305,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T07,按失败模型选择 Boundary、Combination、Property 与 Fuzz,TD-304,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T08,AI 聚类失败，但原始证据和 UNKNOWN 不能丢,TD-309,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T09,RAG 语料治理：来源、版本、分块与权限,TD-401;TD-402;TD-403;TD-404,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T10,检索评测：Recall、Ranking 与查询切片,TD-501;TD-502;TD-503,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T11,Faithfulness 与 Citation：回答真的被证据支持吗,TD-403;TD-404;TD-504;TD-505,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T12,无答案、权限与端到端 RAG Gate,TD-501;TD-502;TD-503;TD-504;TD-505;TD-506;TD-507;TD-508,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X501,多模态关系与独立 Oracle 评测,TD-X501,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X502,多语言、可访问与包容性 AI 任务验收,TD-X502,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T13,Prompt、模型和知识库版本 A/B,TD-405;TD-508,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T14,LLM-as-judge 的校准和反例,TD-407,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T15,最终结果、单步动作和完整轨迹,TD-601,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T16,工具选择、参数和权限,TD-602;TD-603,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T17,Prompt injection、数据泄露和 Excessive Agency,TD-901;TD-902;TD-903;TD-904;TD-907,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T18,Browser Agent 和 Playwright Test Agents,TD-609,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T19,自愈测试为什么会误修绿,TD-305;TD-308,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-W01,先区分 Agent、Worker 和固定 Workflow,TD-208;TD-601,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-W02,测试状态、循环、重试、Handoff 和终止条件,TD-604;TD-605;TD-606;TD-607,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-W03,单 Agent 与多 Agent 的公平对照,TD-606;TD-610,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X601,公平、伤害与 HITL 有效性门禁,TD-X601,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X603,长期 Memory、个性化与语义缓存治理,TD-X603,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X604,模型路由、Fallback 与工具协议漂移测试,TD-X604,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T20,CI 分层门禁：让坏 AI 版本真的停下来,TD-1102,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T21,Lineage：每个分数都能回到当时的版本,TD-1101,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T22,Trace-to-Regression：把生产失败变成不会复发的用例,TD-1104;TD-1105,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T23,质量、延迟与成本：联合 Gate 而不是一个综合分,TD-1103,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T24,漂移、Waiver 与回滚：质量系统的恢复闭环,TD-1105;TD-1106,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-X805,在线实验、Canary 与人工抽样发布门禁,TD-X805,alias,fixture-tested,fixture-tested,deliver-canonical-page,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B01,Benchmark 流水线：总分背后有七个可变组件,TD-1001;TD-1005,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B02,Dataset、Split 与 Sealed Holdout：防止越调越假,TD-1002;TD-1003;TD-1004,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B03,Metrics 与区间：Accuracy、Pass@k、Resolved Rate 不能混讲,TD-1005;TD-1006,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B04,Harness 敏感性：固定模型，一次只改一个协议变量,TD-1008,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B05,污染与不确定性：隐藏测试也不是万能证明,TD-1006;TD-1007,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-B06,公共到企业：把 Benchmark 方法迁移到业务风险,TD-1009;TD-1010,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T25,Capstone：交付 AI Quality Fixture Release Candidate,TD-1204,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-C01,职业能力迁移：岗位路径、自评证据与作品集边界,TD-1205,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-C02,责任证据梯：从跟做测试到质量治理,TD-003;TD-1205,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-C03,能力自评与 30/60/90 天证据计划,TD-003;TD-1205,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-C04,组织职级适配器：P5–P9 不能由 Skill 猜,TD-003,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-F05,AI 任务族与指标选择：先问任务，再选 F1 或 QPS,TD-1001;TD-1002;TD-1003;TD-1004,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-T26,AI 生成测试用例提效：用 Mutation 证明不是批量幻觉,TD-308;TD-310,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-R01,资源与学习路线：会更新的索引，不是盲目书单,TD-1205,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP01,先建工作负载模型：Task 不是 HTTP Request,TD-AP01,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP02,建立指标树：TTFT、TPOT、Queue、Retry、Step,TD-AP02,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP03,锁定 Trace 语义：从 Task Root 到 Tool Attempt,TD-AP03,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP04,对照开放与封闭负载：识别 Coordinated Omission,TD-AP04,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP05,寻找容量边界并归因瓶颈：只报告 Synthetic Goodput,TD-AP05,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP06,约束超时与重试：压力下安全降级,TD-AP06,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP07,运行长稳测试：识别资源泄漏与漂移,TD-AP07,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AP08,把结果接入 SLO、告警与事故证据,TD-AP08,alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-00,Agent 测试架构总览：先画边界，再选测试,TD-601;TD-602,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-01,D0 评估可信：先测试 Judge，再相信分数,TD-407;TD-1005,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-02,D1 轨迹 span：从最终结果追到首个错误,TD-601;TD-602,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-03,D2 编排：交接、隔离、级联和熔断,TD-603;TD-604;TD-605,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-04,D3 人机协同：中断、接管与确认疲劳,TD-606;TD-607,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-05,D4 可靠性分布：pass@k、pass^k 与长时程衰减,TD-610;TD-1006,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-06,D5 持续安全：注入、MCP 投毒、委托、沙箱与爆炸半径,TD-901;TD-902;TD-903;TD-904;TD-907,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-07,D6 经济性：任务、步骤、尾延迟与成本预算,TD-702;TD-703;TD-707,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-08,D7 业务治理：规则、审计、四维版本与 ROI,TD-1101;TD-1103;TD-1104,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-09,四证据环与三段门禁：从 CI 走到持续评估,TD-1105;TD-X805,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
site-107,TD-AG-10,高风险适配器：交易/金融 Agent 的时效、执行与能力沙箱,TD-907;TD-908,split-or-merge-alias,fixture-tested,fixture-tested,rebuild-under-canonical-topic,currently in 103-page public projection; public visibility is not a completion gate
